,id_bloco,quant_talhoes,area_bloco,safra,mes_colheita,tch_bloco,NDVI_1Q,NDVI_2Q,NDVI_3Q,NDVI_4Q
54,1368,10,27.72,2015,5.0,88.98,1.9603594999696456,1.9449560722188992,1.2319471241372553,1.0716292724093717
55,1370,4,20.32,2015,6.0,79.77,1.850203005356234,2.0196262939903447,1.2728906635070918,1.3410426180326953
56,1373,5,97.56,2015,8.0,58.94,2.018221839736615,2.2646261504152183,1.5864670132188405,0.9973941049729
57,1374,18,160.60999999999999,2015,8.0,65.42,1.5257738690516909,1.714829847416557,1.9223982379724802,1.7479675283942424
58,1375,6,60.650000000000006,2015,8.0,104.31,1.941137439104215,1.9689567728913084,1.7150380772302836,1.1516537218585479
59,1376,14,127.98000000000002,2015,8.0,102.56,1.8596952627519672,2.083382606607115,1.8450410294052786,1.5683260896483782
60,1379,11,82.30999999999999,2015,8.0,80.56,1.9208815703069497,2.0034521217560224,1.688321101010363,1.481983545566747
61,1380,19,258.82,2015,6.0,64.75,1.6620088081121602,2.043887753446411,1.4641226003490366,1.145964021301763
62,1382,4,64.39,2015,8.0,76.49,1.8312204707865338,1.8937715098494308,1.7480585721316106,1.1230876116301822
63,1384,20,202.06000000000006,2015,8.0,58.6,1.668722732524969,2.0080377993223113,1.7370412150392756,1.0496096341864132
64,1385,1,8.54,2015,8.0,45.39,1.9291408352511545,1.9080021700408474,1.2551623816957822,0.9594134797736487
65,1388,1,7.95,2015,6.0,69.61,1.486379292118602,2.122175021250766,1.028703380170862,0.8965436365893658
66,1390,3,18.48,2015,9.0,73.45,1.5793908326081816,1.9492335328712698,2.0123206691722078,1.6978177921162105
67,1391,2,17.33,2015,9.0,95.94,1.6639787511255888,2.0157131572674514,1.9167661266642764,1.7376277475561364
68,1396,11,110.94,2015,8.0,69.17,1.3266883295813303,1.8541391090195924,1.823170825611282,1.658903861986568
69,1397,8,76.4,2015,8.0,70.42,1.4586197474485012,1.9028031963998169,1.5424807898351838,1.0873536617682433
70,1399,11,69.13,2015,6.0,86.62,1.7069442537637582,1.8075577795541555,1.458518368426972,1.5411564233222044
71,1400,6,58.36,2015,7.0,74.44,1.923002882924826,2.0283516248305755,1.591986641704447,0.9660968525154299
72,1401,14,216.13999999999996,2015,6.0,69.93,1.6727360787273264,2.1287667042806984,1.5099171933684024,1.1918511706112696
73,1402,1,6.98,2015,8.0,77.35,2.0457476775307173,2.1102074081773403,1.7521952640387486,1.0176763131642557
74,1403,5,41.2,2015,8.0,70.39,1.5656143259167354,2.028529021664582,1.8558537020988082,1.5186577798164902
75,1404,7,71.55,2015,7.0,76.8,1.763587673363918,1.920022125810458,1.8420147181752795,1.4994134679762814
76,1407,7,27.799999999999997,2015,11.0,47.64,1.7005213023291232,1.809993574888443,1.9272704729965122,1.5248672886315107
77,1436,5,55.48,2015,9.0,83.24,1.9151889517799745,2.167277939289292,1.9606811475451016,1.1492034231983024
78,1437,8,75.37,2015,5.0,69.18,2.0434449971666906,1.8968071381821547,1.1695169806496335,0.9967631959185174
79,1438,2,15.67,2015,4.0,82.82,1.989535227023922,1.9484198653256681,1.1177828733812112,0.9514769887181915
80,1439,13,100.25,2015,10.0,60.8,1.7832517639158567,2.1597360971477495,2.148347781726941,1.1991599878317962
81,1441,4,44.489999999999995,2015,9.0,65.88,1.7642130271496255,2.1364043217506383,1.960025416438098,1.095914754853002
82,1442,13,157.63000000000002,2015,8.0,100.0,1.9896950833926357,2.0388178753374744,1.5466234395992622,0.9618904450604453
83,1444,3,27.18,2015,5.0,93.44,2.0437858402289892,1.6733271468523006,1.1429021136385884,0.9712031968937307
84,1445,11,149.22,2015,7.0,91.38,2.017002594296291,2.0920746403803627,1.563599644204563,1.0426846727391856
85,1447,9,82.57000000000001,2015,10.0,51.72,1.7905363312606521,2.0499359478454067,1.9052134548763937,1.1599737420100185
86,1450,6,63.17,2015,11.0,56.92,1.659821326917152,2.0842183969236636,1.961296277837957,1.2448660111656393
87,1454,6,36.029999999999994,2015,5.0,59.61,1.8592732257655356,1.813587048881988,1.0421002240736998,0.9875790957608565
88,1455,3,26.97,2015,9.0,63.56,1.6615774575647344,2.1111625629943225,2.02277306088997,1.2571577600235906
89,1456,3,35.88,2015,10.0,85.78,1.8409704804843248,2.1014492076255618,2.056377076219719,1.3997999201451117
90,1457,5,41.260000000000005,2015,9.0,81.12,1.595209973850188,2.0255776856858265,1.9555894197208727,1.4938686369280236
91,1536,1,18.81,2015,10.0,53.12,1.735243260204792,2.1347446914558166,2.129348647399752,1.112905277652102
92,1552,2,37.15,2015,11.0,54.59,1.7012564341829435,2.1047889021758603,1.9900771921024527,1.2298827311359166
93,1558,8,89.48000000000002,2015,11.0,55.4,1.4298232558384774,1.9678795279503842,2.1940898809724967,1.3800849503128871
94,1567,28,296.02,2015,10.0,42.62,1.740851629970745,2.1312247683440164,1.4168527455331947,1.3169148488786804
95,1571,5,39.08,2015,8.0,115.33,1.758004527345991,2.189777930219019,1.8365074455486936,1.662263800189097
96,1574,10,110.43,2015,10.0,40.25,1.6060708057607007,1.8279362422113978,1.9242920374179775,1.272332806365483
97,1575,1,9.1,2015,7.0,109.58,1.786762844251864,2.306926281072877,1.878313639386961,1.6611203092517273
98,1580,4,28.310000000000002,2015,8.0,47.15,1.5493144116228525,1.7551918620463773,1.755450054567321,1.537843977673807
99,1582,13,103.02000000000001,2015,8.0,59.81,1.629044830330772,1.8440742796241176,1.7595031850322422,1.715693906535007
100,1584,8,60.99,2015,9.0,59.45,1.4425960328682343,2.0346485656499964,1.9868063782515393,1.4596758472365186
101,1586,21,208.9,2015,8.0,115.66,1.8856956720927127,2.3151439055740215,1.9449206228171527,1.6694069247384495
102,1587,2,20.6,2015,10.0,64.73,1.762886719825057,2.0080522269936756,2.1586128006256358,1.2836798328304302
103,1588,24,185.77000000000004,2015,7.0,110.8,1.9543294248258087,2.2439935254938708,1.9500876513801702,1.2971734175118717
104,1589,5,65.37,2015,11.0,85.97,1.1239744455964473,1.6918192876663327,2.342132424085672,1.8973958528906933
105,1590,4,28.45,2015,8.0,105.09,1.7525216448154717,2.1352355908683096,1.915597034328115,1.6200748584045979
106,1591,5,40.96,2015,7.0,139.3,2.0413528157715053,2.4022885781204955,1.9338531936908483,1.4325684375742431
107,1636,10,124.56000000000003,2015,7.0,60.69,1.745188168930852,2.0447945936836236,1.8239803280108275,1.3528513198549899
108,1638,11,99.40000000000002,2015,7.0,61.06,1.6415700292281437,1.846490202545021,1.8063779627802605,1.363316134341277
109,1639,10,155.77,2015,5.0,70.51,2.1018815135294697,1.8758043806570024,1.1785688409190398,1.2304462857393044
110,1640,23,219.89000000000001,2015,11.0,79.7,1.7686892389298452,1.9080001593093647,1.8670867825785744,1.3730853733957038
111,1641,18,218.49,2015,7.0,61.45,1.7111958834251353,2.000871494995604,1.5380569295663629,1.191297795027427
112,1642,12,161.01000000000002,2015,12.0,48.68,1.6701766438590409,1.6253198304890772,1.9328950571689054,1.5545203627860293
113,1643,2,18.92,2015,7.0,83.68,2.190900354576759,2.054766966306077,1.578142738014194,1.1667777577084444
114,1644,4,43.220000000000006,2015,11.0,47.73,1.6451646705363252,1.845315498444919,2.081723430126769,1.4432794332486603
115,1645,2,16.15,2015,5.0,97.88,1.6022364092861003,1.9416860607660036,1.414104827367685,1.5342138461705646
116,1646,1,4.63,2015,7.0,83.26,1.7988462251025839,1.774410333875176,1.489775359525157,1.1691876721201735
117,1647,3,12.73,2015,5.0,78.69,1.9787309006338836,1.9011068102034818,1.2723294768465505,1.272259736098921
118,1648,5,20.13,2015,7.0,69.53,1.9452381752281942,2.1258277520645117,1.4345981391584206,1.205633728745831
119,1650,4,58.63,2015,5.0,96.13,2.3042556625796884,1.869236712686334,1.1927938710577273,1.071080452196329
120,1652,5,69.87,2015,7.0,51.59,1.7728522796861474,2.170157790393419,1.2553962697142358,1.1327885880408013
121,1653,8,53.01,2015,5.0,67.76,1.7140752164603938,1.7501143802217616,1.5072766143156369,1.4427872868038427
122,1656,6,78.78,2015,7.0,101.36,1.7967133440953287,2.0962270980086717,1.270293390697643,1.0596022431291596
123,1659,13,127.38,2015,5.0,84.46,2.2873219587655274,1.8242292318057616,1.054959439883065,1.0689476487674374
124,1661,5,40.43,2015,11.0,58.68,1.4173462227274545,1.632016357724779,2.128173380033389,1.4882377295399134
125,1662,8,51.51,2015,11.0,52.57,1.504840878351344,1.9858081682397444,1.95453989961329,1.2107588242058962
126,1663,1,5.17,2015,7.0,68.32,2.030816427406889,2.111473529599607,1.4328778307694297,1.2835388846875404
127,1664,11,52.73,2015,11.0,71.58,1.4835766405385755,1.8808413121575653,1.9538350052486444,1.4144200023321363
128,1665,3,20.5,2015,5.0,117.43,2.2536927458636247,2.046055767184765,1.2992036570297136,1.0006411228709948
129,1666,27,434.12000000000006,2015,9.0,101.58,1.8073659098521917,2.2036733157006223,1.9959772915344889,1.4336197224011022
130,1736,6,56.28,2015,11.0,33.35,1.6089812968986756,2.0350810579239127,1.664727407497017,1.5815299806803678
131,1741,16,162.49,2015,5.0,107.37,2.2369804616504374,2.011294104577475,1.4573255547559403,1.7533306707630312
132,1744,26,279.03999999999996,2015,7.0,97.57,1.9964723853412834,2.2237371169900877,1.5895160867419242,1.4159532708169669
133,1745,15,201.49999999999997,2015,7.0,92.21,1.971073684075399,2.20216146000891,1.5833314278313027,1.3771800081004215
134,1746,14,145.1,2015,7.0,88.71,2.1225551889225405,2.289514148662829,1.5303570264980844,1.3262829658673594
135,1747,6,61.709999999999994,2015,10.0,52.15,1.6069059632781495,1.9660510246124032,1.9302967755274154,1.2273936911810637
136,1749,4,21.55,2015,11.0,45.07,1.5938526067803793,1.6909406980631327,1.9400477039444568,1.587347927387347
137,1750,9,86.36000000000001,2015,4.0,66.6,2.1123902878839145,1.675354594721121,1.0962703283431934,1.0706762807995887
138,1751,9,99.00999999999999,2015,5.0,93.07,2.294388971705324,1.510700108946748,1.0979000871288647,1.0357240367476597
139,1752,8,64.47,2015,10.0,73.19,1.6799415730800407,2.023981841328114,2.149761685077928,1.189827257584795
140,1755,2,21.32,2015,7.0,114.25,1.792840658924306,2.1156134469196903,2.0613303343608025,1.4985981560078945
141,1756,17,196.5,2015,4.0,88.26,2.053412230188653,1.6742927903155072,1.4464153063803824,1.2108217425567616
142,1758,9,65.51,2015,5.0,78.2,1.7417185197560574,2.0254854576170493,1.5944855411785794,1.3087945928053206
143,1759,8,22.859999999999996,2015,11.0,55.09,1.9304664219880192,2.271417093212559,1.936889317871763,1.2053286449044573
144,1760,3,20.58,2015,9.0,41.87,1.64153555905685,2.14052403596901,1.710432244127717,1.1347844114086132
145,1761,5,86.38,2015,6.0,57.32,1.9146391165466645,1.9968882314495333,1.1066506446017892,1.3027414089851101
146,1762,2,15.49,2015,12.0,37.17,1.6867509866399104,1.6608957014954648,1.8534993377007534,1.3737811786189047
147,1764,4,26.94,2015,9.0,90.63,1.5516510321074395,1.9168371345570918,2.146639704474649,1.3845761360900368
148,1766,4,46.510000000000005,2015,10.0,75.47,1.4563564274617644,2.1110134837117256,2.1853886046083217,1.3863976888526017
149,1769,5,27.180000000000003,2015,10.0,88.04,1.5239131235328738,2.015185964832673,2.094115597219283,1.398369489077953
150,1774,9,66.83,2015,9.0,58.22,1.5028817214512733,1.9658655859496215,1.9068106148482307,1.2830240170668743
151,1776,4,35.42,2015,11.0,76.21,1.3455117520344049,1.7996727066667109,2.264236612602463,1.678712853971223
152,1779,7,60.91000000000001,2015,10.0,98.35,1.9560104881484761,1.8068907866298858,1.8379990530444257,1.4659506866632495
153,1781,4,26.52,2015,7.0,91.52,1.9947359797296556,2.1589045011198285,1.4351603425709445,1.0380605465971728
154,1782,5,41.95,2015,9.0,79.75,1.7171836260329858,2.189075711399438,1.9271273313930628,1.236199616693332
155,1783,4,34.59,2015,7.0,104.78,1.9812316814985724,2.1634210179517552,1.3967337645301283,1.0466958058627358
156,1788,13,82.24,2015,11.0,45.41,1.5954532559952748,1.6960557372613247,1.592006914054029,1.099210862318941
157,1789,4,40.6,2015,10.0,87.93,1.5205992117715526,2.1779428903875813,2.18115342240489,1.3305755884964503
158,1790,15,60.52000000000001,2015,7.0,93.23,1.9242066831539142,1.961406157430425,1.4315380192192513,1.1103773135732176
159,1794,6,36.839999999999996,2015,10.0,69.1,1.7445519742114093,1.928189822552559,1.9186897624897252,1.0859423373753447
160,1795,3,16.27,2015,10.0,90.93,1.8203768175879222,2.232724434242486,2.1415441369293413,1.1478953365735716
161,1796,1,4.09,2015,11.0,40.63,1.2432665705059531,1.7492080946053779,2.2192284992762974,1.6187796259793847
162,1798,2,1.83,2015,11.0,66.99,1.3036151024229499,1.610185838989279,1.7373472301937314,1.296746931230215
163,1799,5,61.72,2015,10.0,79.96,1.8050921466181986,2.2063919930325016,2.1841611196739628,1.2001457777715696
164,1800,3,43.83,2015,11.0,52.83,1.359220989495951,1.8619868380786864,2.3115671927162387,1.5341054997549315
165,1801,8,147.9,2015,9.0,66.95,1.921145878247685,1.894825174674738,1.4177707535148647,1.1108500015085652
166,1802,5,16.32,2015,11.0,75.12,1.6850965431172797,1.7813231991161866,2.1767638024752065,1.6331533055079772
167,1803,12,112.28999999999999,2015,10.0,95.23,1.8186936882566596,2.081986368093064,2.193807906058172,1.4375692678206193
168,1806,2,6.4799999999999995,2015,10.0,114.27,1.8811544325122873,2.0795075639157323,1.8238671522696206,1.711226908141338
169,1807,11,83.84,2015,9.0,90.0,1.959997083880848,2.232289259137789,1.8589962252998333,1.2975685729602635
170,1808,2,12.959999999999999,2015,10.0,112.98,1.731669341206175,1.938919010018969,2.2392193143169923,1.440837567029873
171,1838,6,62.769999999999996,2015,10.0,61.77,1.5385569217918023,2.0367096173690125,1.9584795365093726,1.212814681970386
172,1839,18,171.34,2015,11.0,55.32,1.5640283003463735,1.9520085842375186,1.9254472845674637,1.2405932029517426
173,1840,3,41.230000000000004,2015,9.0,58.78,1.5196616774199683,2.066347309188445,1.8439127345732436,0.9948487602054691
174,1842,13,132.9,2015,5.0,63.97,1.7249160010460816,1.822798386928951,1.6475210152013693,1.2145478985595854
175,1843,2,33.43,2015,7.0,71.04,1.981816467137854,2.083143358787968,1.3174601876597087,1.1238018207803029
176,1846,1,22.41,2015,10.0,33.74,1.5952159399133559,2.0123255681312804,1.7790682111522,0.9804153887945777
177,1848,2,48.79,2015,5.0,75.04,2.096621659270912,1.7818721096416579,1.2498542362344929,1.0928994886112953
178,1849,7,65.4,2015,5.0,66.9,1.9766862439637083,1.7345201169118525,1.573070388335267,1.2726784195105716
179,1851,4,29.22,2015,10.0,50.65,1.4802466248371446,2.0942370149018394,1.9804301258889185,1.2347548719860346
180,1855,20,305.5399999999999,2015,5.0,73.0,1.952116072069383,1.8215818699745552,1.4747775494977933,1.1871814907173905
181,1858,4,16.73,2015,10.0,24.63,1.3734039875280701,1.758047645607024,1.6359048549948172,1.189871168776628
182,1860,3,38.88,2015,6.0,70.99,1.8740667383681422,2.0900703338337867,1.1074481296554914,1.0857164158795367
183,1863,6,82.95,2015,9.0,58.92,1.5800389000750341,2.016731998511989,1.8178594640664045,1.1455748417350657
184,1868,6,50.42,2015,5.0,104.21,1.8911447383600497,1.9983157572506776,1.5732306930375448,1.1251380122767765
185,1869,8,59.58,2015,10.0,68.16,1.4539280671515458,1.9822863200463434,2.013898155714528,1.4305093966949531
186,1870,9,122.56,2015,10.0,56.78,1.5443434151477815,1.9708505160258847,1.775103510978211,1.3235187517275546
187,1871,3,36.489999999999995,2015,10.0,68.55,1.8591090527228573,2.3440663676392894,1.9942477777567382,1.085096790980864
188,1873,2,13.49,2015,10.0,112.11,1.8388097749740493,2.171836258391034,2.162211765830815,1.3601564259866579
189,1874,1,2.7,2015,10.0,96.36,1.839896230621541,2.237792067029645,2.0820069411254307,1.4195319267913182
190,1875,5,77.99999999999999,2015,7.0,71.38,2.030593220519652,1.9852855468248318,1.123911721462145,1.2477235140600567
191,1876,2,24.72,2015,5.0,99.93,1.9653355389282015,1.7898434299992212,1.4820760790538992,1.413487736753358
192,1877,1,13.16,2015,5.0,159.97,1.9702307459776813,1.8547405800024692,1.5922459510357485,1.472099035265653
193,1880,6,76.88,2015,11.0,100.66,1.6855164089307868,2.2744692467897596,2.124793898395254,1.4342677457163109
194,1938,12,115.72,2015,9.0,84.59,1.8278451225000398,2.000628424716683,2.1383221114949027,1.2263221312584862
195,1939,5,35.06,2015,9.0,93.92,1.9115235362602916,2.1496857936677864,2.1516287086268386,1.1134324200280608
196,2036,5,59.25,2015,10.0,79.33,1.6386338871400858,2.248958595052761,2.091396249025431,1.2202403080234132
197,2037,10,139.92,2015,9.0,72.16,1.7199192812300863,2.148363681675354,1.9814486818983208,1.359024423619126
198,2038,17,239.86999999999998,2015,6.0,92.37,2.16244004516588,1.8960011814610016,1.3364108923995441,1.4853001675341992
199,2039,12,193.35999999999999,2015,4.0,87.49,2.056929926146201,1.515196616701734,1.453078973533814,1.520676220695023
200,2040,6,129.29000000000002,2015,6.0,75.9,2.2130574888743255,1.925703911441603,1.2684382003816506,1.170829614745738
201,2041,10,128.68,2015,4.0,75.45,1.6280156663066454,1.9004644321169968,1.8560884682909815,1.546193779659017
202,2042,8,109.53,2015,11.0,56.17,1.7766395364595686,2.152196304101921,1.7846070677648487,1.1651232136604404
203,2043,9,131.9,2015,6.0,78.34,2.1923204630031843,2.049770360567193,1.2085839179722395,1.4669185451413336
204,2044,10,67.75,2015,6.0,76.1,1.9817723734513932,1.8643503927545668,1.4265205395067833,1.2677367555557177
205,2045,9,99.13999999999999,2015,4.0,61.15,2.0637058179148147,1.6423760511327576,1.183639009365252,1.3623533108665113
206,2046,8,98.61000000000003,2015,10.0,69.62,1.6142980051407383,2.2010179135823575,2.0243959964729816,0.9826961607821795
207,2048,12,176.83999999999997,2015,9.0,66.28,1.6694836002039803,2.1870042761732424,2.1332110926260546,1.0438092535457046
208,2061,9,57.52,2015,9.0,56.94,1.512459413861376,1.9598283859073664,1.91676715645568,1.3692769860136902
209,2062,4,70.87,2015,9.0,84.9,1.773499508355716,2.2603162963013483,1.9808035059684093,1.0095655905577483
210,2063,4,36.14,2015,6.0,69.85,1.9572636099164387,2.083678919262716,1.000072427384999,1.301848533210501
211,2236,4,46.269999999999996,2015,7.0,110.49,1.956895627625884,2.298248488803043,1.7988628356652256,1.120364030040109
212,2237,4,47.900000000000006,2015,9.0,79.66,1.6080280905828939,2.2506396134137447,2.088151524593874,1.1882266546003832
213,2238,13,74.59,2015,11.0,82.45,1.8118352289829522,2.0881694344638833,1.7413618700631965,1.3302284697458642
214,2239,5,28.950000000000003,2015,11.0,82.31,1.6182766809118059,2.0598494640690053,2.2426450390168142,1.390048671777917
215,2241,6,25.89,2015,10.0,72.07,1.7653723105963715,2.0501467118369887,1.9981020686377349,1.3337477802084676
216,2242,5,65.05,2015,11.0,70.11,1.6255478811202222,1.8246175167818355,2.0266155015085934,1.2293158475241266
217,2243,8,61.769999999999996,2015,4.0,84.19,2.006598816493263,1.9740969030603666,1.245839778638182,1.1209537746280898
218,2244,9,59.620000000000005,2015,8.0,74.34,1.9361354696278505,2.148368703366448,1.7859917030293122,1.2552166931562874
219,2246,9,57.699999999999996,2015,9.0,66.8,1.7108400544014315,2.058766256145482,1.7709932410667455,1.4549737973846861
220,2248,1,16.66,2015,9.0,118.21,1.8776038306858713,2.1341702382424934,2.080396868967507,1.5912864470447963
221,2249,7,68.86999999999999,2015,7.0,63.49,1.9728151159734097,2.079815964859393,1.5328315873756344,1.0148811251435332
222,2250,9,129.94,2015,9.0,100.91,1.8301164421806049,2.2992235634813802,2.0709615759367583,1.0199836751103302
223,2252,10,114.23999999999998,2015,9.0,84.85,1.7585719979369254,2.2698425916431724,2.038290322668581,1.1375482458327197
224,2253,11,145.82,2015,12.0,59.75,1.5668993635371833,1.8016845377444226,2.1201409975374057,1.1937038044494257
225,2255,8,87.65,2015,10.0,52.99,1.670847010092404,1.9971496900956418,1.9679999568672666,1.24720700602184
226,2256,13,84.11999999999998,2015,10.0,46.71,1.534810842542011,1.855967746303028,2.008141623679146,1.3517017537788423
227,2257,8,83.03,2015,9.0,148.73,1.9657335812925707,2.21187200341039,1.9437557125071159,1.4215799000377798
228,2258,30,184.45999999999998,2015,10.0,61.59,1.609653405018403,1.8128764939541777,1.7256035396011427,1.4460396353141967
229,2260,2,12.42,2015,10.0,95.08,1.7540552487319494,1.9258659404666623,2.2765776104216218,1.3608227718109625
230,2261,13,191.6,2015,11.0,78.42,1.7517304067998016,1.9243727487782802,2.0560409516163,1.3376447329516334
231,2263,11,48.21,2015,9.0,58.15,1.9622480467650165,2.0736850186339923,1.9530145926861049,1.0937089546560057
232,2265,8,49.86,2015,11.0,47.91,1.4109806039928707,1.8212417000428078,2.0770260496177952,1.3140255527231508
233,2266,19,225.25000000000003,2015,7.0,73.54,2.0704859564567286,2.1888577045558724,1.5450429334632616,1.004231672035306
234,2270,8,56.589999999999996,2015,11.0,95.39,1.7994267366749588,2.0444970936700777,2.1144071671851616,1.25253012587284
235,2271,4,41.67,2015,10.0,87.25,1.6995404751061756,2.1604154472066672,2.148717870172069,1.310823362668632
236,2272,11,90.64,2015,8.0,112.82,2.135893698530689,2.2052486719306774,1.9394944005875,1.2803064942718736
